posting_id,image,image_phash,title,label_group,category,label,title_len
train_987687397,45b8a4e3b94ab3457aa3bc2724b6069a.jpg,bc8fc3ac63d88166,SHINING PEEL OFF CHARCOAL MASK,952489020,Sắc đẹp,4,5
train_2472611088,f689a0eefa2bbd9ee69787ffea15585b.jpg,b898c240e53fafc5,Gantungan Putih ENUDDEN DOOR Gantungan Baju,222620729,Điện tử,9,6
train_3556801163,9e6c962f8b524445c8614ea27513385e.jpg,87be8e053f0e02f9,[HARGA PROMO] GEA BABY KANTONG ASI 120 / 200 / 250 ML Milk Bag Safari Mammal Edition 120ml Isi 30pcs,3926100920,Mẹ & Bé,1,20
train_2292167266,f50f2fc6d2f1ca43509f8b603f9f4cfa.jpg,b89e87c928e631da,Kabel AV PS3/PS2,576717309,Điện tử,9,3
train_3257652481,8b53b9e84ae72ade9a665d3a96b0dbeb.jpg,e932d0cc3e6be1b0,Speaker bluetoot megabass,1799186935,Điện tử,9,3
train_3123142715,ff08be1008438fd612f897d6f592725e.jpg,e596ce89d8879a70,Ertos Serum niacinamide plus,315481361,Sắc đẹp,4,4
train_250967470,a5ae65c571f667ebe6612328c9f5565d.jpg,f35a84a5272dcc5a,TKIS Panci Listrik Serbaguna Multifungsi Elektrik Cooker 0.8 Liter Stainless steel teflon CUC-801,4136088634,Phụ kiện thời trang,3,13
train_16207489,ce42ce1f019a3103b72108e70b5c8cf7.jpg,efc8a8969525ca2d,[RYID] Sarung Tangan Microwave Insulated Bahan Polyester+Katun Multiwarna untuk Perlengkapan Dapur,4000267419,Phụ kiện thời trang,3,11
train_2623661886,a121f1fb755f7155aa5959f92cc759ea.jpg,adecd03913c6cc93,PROMO! Cleora Jelly Booster 2pcs | Pemutih Wajah,2245764417,Sắc đẹp,4,8
train_1831941588,b0fe67a25aaad6098bdab7d3afe73484.jpg,d5c42af8fc837170,Double Tape 3M 4900 VHB 24 mm x 4.5m tebal 1.1 mm 24mm Ori Original 24 mm 1 inchi,2819310070,Nhà cửa & Đời sống,2,19
train_1484642766,b74190d5d4ebc744771984b0f65d8f9f.jpg,ecc39434d36b6cc1,Everwhite Brightening Soap (Sabun Awan),3600450380,Sắc đẹp,4,5
train_2442106817,26783d59580151c98dcd0821e76ce118.jpg,dfa99296cc610e1d,Cooling Pad Gamepad Cooler Pendingin Handphone Fan Holder Gaming Tripledi Mobile Radiator,321293570,Điện tử,9,12
train_3628804299,b1ac2bedb73dc556ecb4ef15a433169a.jpg,e961b52446e2b537,Somebymi Yuja Niacin Brightening Moisture Gel Cream 100ml,3871844281,Sắc đẹp,4,8
train_2436613046,7a0b41dd2f9dfbbb1aaa676dddff1409.jpg,a4ae8b97d1d86ce0,[BISA COD] Handuk microfiber Motif Beruang gramasi 30x70 / Handuk Mandi Lembut,282110893,Điện tử,9,12
train_3096787179,7b19f2a5c17ad9d34d8641912bf66203.jpg,f146be39466d8538,Original COUPLE Gamis NIBRAS NB A51 & NSK 71 Biru Coklat Persiva,1229744002,Thời trang,7,12
train_2221426567,40bc9dbc99b9459d7d5cfdd55bf157f4.jpg,e66e189052d973d5,LS 293 - Alat Penghalus Bawang / Parutan Bawang,290747084,Nhà cửa & Đời sống,2,9
train_183403491,9dc35b535a5d5ec594f306a9197baa84.jpg,8aef149463cab5b4,Susut Lemak SULEM - Botol Ungu,3619569844,Thực phẩm & Đồ uống,8,6
train_3995330724,a6fed93df91723e136ab0402a27a0e02.jpg,fab111489dc3c74e,SANDAL WANITA,1065718333,Phụ kiện thời trang,3,2
train_4262943865,a5ae7933d327db8ab88b05dcfad8f48c.jpg,fbcc9533c06e3a90,Sajadah(Muka)Anak,4222983165,Mẹ & Bé,1,1
train_4260772792,4475797ca1a8fa0f59f9ad6028cab9d3.jpg,fa3295cd4a4d3296,Keset Microfiber / Keset kaki Cendol,1000051365,Điện tử,9,6
train_601495002,bf6a2ee0b28d75662e89d3affa3b22cb.jpg,cfb1b00ed6a10bf1,CELEMEK PLASTIK TIPIS MOTIF KARAKTER ANAK - APRON DAPUR MASAK LUCU WATERPROOF ANTI AIR UK. STANDARD,296475017,Nhà cửa & Đời sống,2,16
train_3832481577,7c34ce83449f106d96ff356cdf60ab1d.jpg,aea54a8577714a55,Kemeja Batik Pria,2656848782,Thời trang,7,3
train_1008375716,a9b8c238469ddfcb73448b81e9f8d232.jpg,9be46ad0c45add85,Rak Gantung Karakter Multi Fungsi/Rak Obat,3360522898,Nhà cửa & Đời sống,2,6
train_748504357,acd488f7a91ff3903ae5cc85943293f8.jpg,af3fd4c090c96267,Buttoned Trousers I Celpan Anak Boy kids l Uno Kidswear,2646097525,Mẹ & Bé,1,10
train_1372447206,3b3d69ece3c7a5363ed24c5690577bc2.jpg,e90b96850f96b669,Acnes Natural Care Milk Cleanser Oil Control 110 ml,1176059503,Thực phẩm & Đồ uống,8,9
train_1753110604,619dede0d470a791e36da02ea11d3ec2.jpg,f096cb2d853c9d68,TAS MULTIFUNGSI PRIA TRENDI RANSEL DAN SELEMPANG,3290802358,Phụ kiện thời trang,3,7
train_956317790,03c994ef1e7d3f5449e3975d1f5ed231.jpg,c002d9cd693f96f4,hijabinstan AURORA NONPET khimarinstan | jilbabinstant | hijabmurah | hijabinstant termurah,3513398405,Thời trang,7,11
train_610451951,f7375d4cdeb460ad6d083532bd0660ed.jpg,a6b70bdd2b40f889,Cetaphil Baby Daily Lotion 400 ML,1301527687,Sắc đẹp,4,6
train_1968102686,5879e064c1e4a71d3d0cc633c73e860b.jpg,ba9ec9688487578b,Kurma Sayer 1 Kg Premium Oleh - oleh Haji & Umrah,1583529373,Thực phẩm & Đồ uống,8,11
train_174545108,4c5436fea45f268d58f28a8da8d6f4fe.jpg,c9d2a692a5b5b6a2,NACIFIC Natural Pacific Phyto Niacin Whitening Tone Up Cream 50ml,1492182156,Sắc đẹp,4,10
train_1491438625,ea725e11c0f3c448ddc24dc3eaf81c11.jpg,a9e369969692c639,Fanbo all in one Deep cleansing Balm,1406531816,Gia dụng,0,7
train_4025540661,2411ccd7b60e953a574902f46e447922.jpg,a53cdec393866638,USB Digital Voice Recorder 8gb + MP3 / Handy Perekam Suara,500894758,Điện tử,9,11
train_3285130831,f2480d4aa8259c1a8262e6cace184e7a.jpg,ff91a8acffc400c8,Kemeja pria,1354466380,Thời trang,7,2
train_2102495576,75a364bdd5321b77fe8f7c5db037defe.jpg,e38d9462f894678e,Alat pembersih kutu dan telurnya,829820311,Nhà cửa & Đời sống,2,5
train_281513862,708d7906f686583b226cfd6b70ce5f3d.jpg,d610d8f6e827aa2b,MAXY AUDY| DRESS GAMIS MEWAH MURAH BERKUALITAS BAHAN MOSCREPE TEBAL,23125363,Phụ kiện thời trang,3,10
train_3261026951,da3d80151a981f901803e042ebb585b0.jpg,9ba541a587a5b55a,Kunci Gembok Pengaman Rem Cakram Disc Motor Brake Disc Lock Sepeda Skuter Anti Maling Piringan Rem,2885752806,Nhà cửa & Đời sống,2,16
train_2037987558,48d02e4fe682814e69d5f0dc10955df4.jpg,a2a0f54c77e91873,HSC Herbal Slim Capsule,1959886791,Sức khỏe,5,4
train_3241637981,ec80cf33b1410dc6bd4b0801dd5d12be.jpg,bcc3c31e1c3cc3c3,Tas Selempang Wanita Aurora,1957515419,Phụ kiện thời trang,3,4
train_2051332827,0894566163a1d1004b33696276f1c116.jpg,837bf1905b68c4b5,"Jilbab anak ,mata kucing.bahan Jersey,tali belakang model angrybard.untuk usia di ba ah 2tahun",3149716162,Sức khỏe,5,13
train_1288137889,9311d7a4c48b3b48ea7959b1b6e9f569.jpg,b892b363cb6c309b,Slingbag Waistbag Sashenka.Id Warna KUNING I Tas Selempang Pria Waisbag Trendy,4020712492,Phụ kiện thời trang,3,11
train_132349606,057b576b6d3c179edd5a01bb22f55289.jpg,ea9395159612f663,Dress Salur Malone II Lengan Pendek - Miss.Simplestyle,478812549,Thời trang,7,8
train_623333284,2311218e9bf36bf4ae86aa61006962cc.jpg,cee4b2d3b1496986,Grosir Jegging Bayi size 2 size S Jegging anak termurah / jegging bayi termurah / Legging Jeans Anak,472641544,Mẹ & Bé,1,18
train_75122079,a5c584a579b132eeb4b5a96432a2b29b.jpg,9a95ed6a13b04c8f,CDR CALCIUM D REDOXON 10,4195021957,Sức khỏe,5,5
train_486271662,76c2a6c7babeb866b80220aa9090e587.jpg,bed9058790b2cab5,Buku Tematik SD - Kelas 5 Tema 2 - Udara Bersih bagi Kesehatan - Edisi Revisi 2017 Terbaru,1291301592,Phụ kiện thời trang,3,18
train_1889874908,37fab88b08a7585fc31b7702ccc34d56.jpg,c2d4b0ca4e53956f,[600gr] T236 | SPEEDY CHOPPER BLENDER TARIK TANGAN MANUAL MINI CUTTER MIXER BLENDER,295128469,Phụ kiện thời trang,3,13
train_1435982688,7dca66298aad963fc1d8e207b2a17cfe.jpg,aa8a9d9c9d8c8d9c,OSM - K376 (N - Z) Kalung Huruf Stainless / Fashion Style / Set Perhiasan Wanita,3901457261,Phụ kiện thời trang,3,16
train_96842855,6a7b97975838b64fa2fe87c0ae74dce4.jpg,da9d62e13d0a2dd2,Paket Cream Hn - Cream Hn Original 15 gr beli 10 gratis 1,971745133,Sắc đẹp,4,13
train_3135607945,28162c73c9cb5a413921df4e29d4ded8.jpg,ed1a9497e269cc62,Life Cat Pounch 85gr Makanan Basah Kucing No Pork,1300007930,Thực phẩm & Đồ uống,8,9
train_3280339596,5dd082f2c8b03c016f7dcf0e1b6b0a03.jpg,8eecb09369969cca,"Baju kaos jersey gaming e-sport  CUSTOM pubg,free fire,mobile legend,dota",1365941543,Thời trang,7,9
train_4076539821,690cd5c50e0c40ac358de463e6a5f639.jpg,f282588b5d8dad35,NIVEA Extra White Night Nourish Serum 180 ml,1666545703,Sắc đẹp,4,8
train_4035834793,df7f6f519fdb1733414829b34b491d12.jpg,b3f1f81cc11efc40,RINIA GAMIS BRUKAT KEBAYA TILE OUTFIT KONDANGAN PREMIUM BRUKLAT MAXI DRESS BUSUI FRIENDLY MODERN,2174165912,Thời trang,7,14
train_411559320,65c850895f50ba321a21c2f4ed68576f.jpg,f38c4c334c33fc4c,Natasha by dr Fredi Setyawan Facial Wash Oily,447572379,Phụ kiện thời trang,3,8
train_1177573553,e634926e94025cba715bba641c6e4ef7.jpg,e96a86e59a86cc3a,(COD) Jam Hp onix U9/ DZ09 (SMARTWATCH + BOX) (Jam Tangan Pintar ) bisa Telpon dan SMS | GSM SIMCard,4044845496,Phụ kiện thời trang,3,20
train_785785061,b096b885fc795d2b4cc8017f281e1189.jpg,eb6bc09491dc9ca3,11Pcs Alat Reparasi Handphone,1801372520,Nhà cửa & Đời sống,2,4
train_2760540023,c739a327dbeca472089a5195e898cce4.jpg,ba96cc48cc63c56b,Anti Crack Shock Case OPPO A33 Neo 7 A37 Neo 9 F3+,3717044186,Nhà cửa & Đời sống,2,12
train_1209405019,65217cb6133cf1ed9f8f8cbed7cdee30.jpg,9bf919852e3fb110,NEW!! TEMPAT MAKAN LUNCH BOX KOTAK MAKAN OMPRENG POLOS SENDOK SET BPA FREE BAHAN GANDUM/JERAMI 00424,2404524611,Thời trang,7,16
train_1885696213,77e25c7767bf9c33976b038dcb0cba73.jpg,ea89b352699a35ac,Stretch Mark Minimizing Cream SA Naturel by Shandy Aulia,572085747,Sắc đẹp,4,9
train_1112263950,27ad46e67b1d881f40a8011622f01c14.jpg,f1cd7861c358b0b6,Kryolan foundation creamy SUPRACOLOR 15ml ORIGINAL BPOM RI,108232391,Sắc đẹp,4,8
train_2966656749,e056ee6db11c90725fd85421087caf18.jpg,b739896f492d9226,[TERLARIS] CELANA ANAK JOGER JOGGER POLOS LAKI PEREMPUAN KATUN BERKUALITAS HARGA MURAH KONVEKSI,2198030198,Phụ kiện thời trang,3,13
train_324722145,45c2675606cbf37a5e55b11552bfb187.jpg,b986ce99c3783466,ISHANA Tanktop Wanita dewasa/Tanktop tali kecil polos/Tanktop cewek Katun,2172278652,Thời trang,7,9
train_1743389544,874db4420116cc3e3a5c5cfda21973f1.jpg,ca6f333883609e4f,Rak Kosmetik Tempat Lipstik Kutek Multifungsi Akrilik Grid 18 Murah,2167023465,Nhà cửa & Đời sống,2,10
train_3737300062,577f20e60492ba56b0214d70d04ed264.jpg,b149ca363ccdd332,Lion Star Jepitan Baju / Laundry Clips 01 (20 Pcs),1702554643,Thời trang,7,10
train_2940085807,21bc5605493f44fbd4f09dcd0cf2c337.jpg,bfe0d4c5ad444a96,(jakarta)Jam Tangan Pria  Casio Gshock Protection DW 5600 Full Black,2517912807,Phụ kiện thời trang,3,10
train_170314070,e455abdcabe1de90abba5ace7a50adc7.jpg,ed1bd0661b78390e,TENDA ANAK LAKI/PEREMPUAN 100x100 CM TERMURAH,3842983995,Mẹ & Bé,1,6
train_1118147925,32fda63e0d1dc1c2904c7608e5729ea3.jpg,b3ac4ea75ca3c470,Garnier Pure Active Acne & Oil Clearing Foam Skin Care Pembersih Wajah - 100 ml,313768238,Sắc đẹp,4,15
train_973648209,a75890cf09d9c9487ee3530d856ab456.jpg,fad28daa2ad05595,Perlak Sugarbaby Organik / Perlak Bayi Karet,997220911,Mẹ & Bé,1,7
train_1105386091,5bef12b166dc559d8b4dea1ce17a313e.jpg,e9c997bc91b48526,SP.SEPATU PRIA Xv (39-43),1508883541,Phụ kiện thời trang,3,4
train_3751246397,5b2b49ec04e28e21b7b30fff9ce98fa0.jpg,eb94856b70d88f86,[Distributor Purwokerto] Daisy & Tease Masker Organik Free Spatula,331632016,Sắc đẹp,4,9
train_2917169596,7dde9752053dc9651a9763a7acac6237.jpg,bf4bc0b42e62798a,Catokan Catokan Sonar SN 823 Splint Straight Hair / Catok Plat Lurus #HB021,168301489,Sắc đẹp,4,13
train_3649611662,8f9ff0f4e81dcd66279d85df85f1bfbd.jpg,85d01f67992ed22d,BEB WHITE C ORIGINAL/CREAM BBC SERIES,2956941947,Sắc đẹp,4,6
train_980903649,9a061947211680e6475d3b98b477697d.jpg,be12e12f9ec1e198,Mixer mini / Hand mixer / pengocok telur dan minuman,2748623227,Gia dụng,0,10
train_3094516238,d1a7f4f4205981351e44938682ea5402.jpg,b8a817983e96c3c7,ZPT HORMON HANTU REPACK 100 ml - HANTU MULTIGUNA TUTUP BIRU - HORMON ORGANIK,2751972564,Mẹ & Bé,1,14
train_3544265366,31b878772cc32db6e292b2ded710f1cc.jpg,f5b14a9b62f01bc2,PONDS JUICE COLLECTION SHEET MASK / MASKER WAJAH  WATERMELON EXTRACT 20G,2520007137,Sắc đẹp,4,11
train_1533525248,b80165d0d4bf0e395d906906ab6b19b4.jpg,ea94956b94e892c7,LIP BALM KISS BEAUTY PEACH SWEET COLOR,2913737300,Sắc đẹp,4,7
train_3034782808,d0b63cb21cf9f6f43efb3fdd94aa675e.jpg,eabc85c1cb63341e,Emina Creamatte,2066394024,Sắc đẹp,4,2
train_3206803259,6f74a5f5ac3e657b566d6a5f8e42201e.jpg,b3a1fcc88c1b8dcc,MS Glow serum luminous / kemasan baru,2092002172,Sắc đẹp,4,7
train_2193000950,41b7178605a47d59d9d8cc3384b47c70.jpg,acb5c1c3b22c9d4e,Tape Roll + DISPENSER BIRU for Eyelash Extention / Isolasi Bulumata Sambung,1841854862,Nhà cửa & Đời sống,2,12
train_2870388328,21cf0d43d08196fbe61ec4883bfd29f0.jpg,e68b9c74596872b1,Soft Case Simple Warna Polos untuk Samsung A51 a71 a10s a20s a50s A10 M10 A70 a50s A10 M10 J2 J7,2988525433,Điện tử,9,20
train_1623957727,fde0ca1820b2959fe97e051b23a3da80.jpg,ed618f90931e784b,Tongsis Kabel Lipat FULL BLACK EDITION MURAH,1395626534,Điện tử,9,7
train_2643020173,5b8eb1eb2bad949230ce1e36002c5ecd.jpg,a68e0d061c3e76fc,Barco Minyak Goreng Barco Botol 1 liter,954571849,Nhà cửa & Đời sống,2,7
train_3337221240,ac24e63fcb24e6d10208df807b777e75.jpg,e4e39b18e33c8dc4,sumpit anak Sumpit Belajar Anak chopstick Training chopsticks beginner,3073207032,Mẹ & Bé,1,9
train_898433678,28cbb067e780fb784714f7e86a14dd40.jpg,e69999666633649a,Kikkoman Bulgogi Sauce - jerigen 2.2 Kg,1427029339,Thực phẩm & Đồ uống,8,7
train_2144063103,b4aaa9db7c0a2babb67cb901d859efbb.jpg,b9c2c42f863c78f8,Spon Beauty Blender Telur Belah Besar,4141124289,Sắc đẹp,4,6
train_2619338771,1b743813d64f46efc9c4bd032f6e1eb6.jpg,aa946aec621f846f,Tudung saji penahan panas ada rangka/tulang EXTRA LARGE,4058480380,Thực phẩm & Đồ uống,8,8
train_1871892440,75b9a6add4eeb6d60d618ffe125ef68c.jpg,b86987e6c49e9299,Glossy Photo Paper / Kertas Foto A4 230 gr Combo,30796165,Phụ kiện thời trang,3,10
train_2869779660,062f953544732d620d8d8c50a89e4cef.jpg,bf1ac0e51f802c7b,[FST] Thodey Tas Pinggang Pria Waistbag Bahan Kulit - JP9080,3337341827,Phụ kiện thời trang,3,10
train_414310144,735dc45505472ad01f94e18428a155aa.jpg,e7d298696696650d,LANEIGE WATER SLEEPING MASK - LANEIGE WATER SLEEPING MASK LAVENDER | LANEIGE WATER SLEEPING CICAPAIR,2935245097,Sắc đẹp,4,15
train_3095668229,f10bb5bbf19afc01fe79fc666b39f092.jpg,b7fac9a1c0559895,Ikat Rambut Elastis dengan Lampu untuk Wanita,3188098177,Nhà cửa & Đời sống,2,7
train_3880539643,589a169b349d705a0697965020ebdb82.jpg,9e078507a52f639d,AONEZ 4Pcs Jerami gandum Wheat straw Alat Makan Sendok Garpu Sumpit /Set Travel Cutlery 4 colors,383745941,Nhà cửa & Đời sống,2,16
train_1015892199,b07156e7079c1d0b850b1322b717d8dd.jpg,ea2d95d2c28d96ca,"Stelan baju tidur 3in1 XL.~JUMBO ,XXL",1291273063,Thời trang,7,6
train_3783601581,516bf487683db0ae01bc2388b18788ca.jpg,ae2dddc3823932d2,SABUN PEMUTIH TZUKI ORIGINAL PENGHILANG JERAWAT ANTI AGING DAN FLEK,3489985175,Sắc đẹp,4,10
train_1195836421,9b0c8c5c248df62083aece37d72cdc9c.jpg,cb16b5499c619e65,KABEL DATA OPPO 2A MICRO USB ORIGINAL FOR OPPO NEO 5/ NEO 7/ NEO 9/ F1/ F1S/ F3/ F5/ A3S,3084987355,Điện tử,9,20
train_3179636179,78c0d0d70460bab119b354d028450b93.jpg,8bc8c594f67a1bc2,Tali Jemuran 5 Meter Clothes Line Laundry Baju JEMURAN,2669529988,Thời trang,7,9
train_3648296149,bd2516773de69bced0ccd1804c80fcc0.jpg,bdc5c2323dc96136,Nankai Spray Gun Portable / Paint Gun Semprotan Cat Murah,3941431049,Điện tử,9,10
train_3131594085,cf233bea400b357740aae86354e559a8.jpg,b894c5d29a996f86,Buku Vitamin Otak Anak PAUD dan TK,2681338524,Sức khỏe,5,7
train_3383255849,de10fae5a9ef316648f16c7a1b94724f.jpg,eac0b53bc1a75a4c,Termurah Pompa Tabung Sepeda Motor / sepeda Merk Atlantis,675590285,Nhà cửa & Đời sống,2,9
train_3903271866,be9b89e225314314b88cf2b560d01779.jpg,ee1eb4f9d3054864,Map File A4 Organizer Tempat File kain - Tas laptop Ipad tenteng  F116,445743372,Phụ kiện thời trang,3,13
train_3984051391,bf3b402fc90f6f9c4ba139f74a6f0c5e.jpg,fc62df8cc52c6252,CELANA LEGGING MANSET BASELAYER 3/4 GRADE ORI,110635433,Thời trang,7,7
train_1581763045,fa7dd45d06adc675f8dc1d9625b7e1e1.jpg,81927f81d26dd07b,BERGO KHIMAR FATIMAH POLOS/ Jilbab masker polos /jilbab tali masker polos,1586392996,Sắc đẹp,4,11
train_1989131290,d5604df68295977f41fcee6fbd00b7d1.jpg,e19ad3192c67969c,Kaos Anak Lion King Perempuan Laki Laki,3063837453,Mẹ & Bé,1,7
train_3391563598,40da94cf1792cf427638a72c3c6886b8.jpg,fc0794724ecbf08c,Barbeque Grill Alat Panggangan Portable Roekre,4287268706,Điện tử,9,6
train_134811928,a88960c0171079ebfe4afd424bfae224.jpg,ff6ae891814b8527,BABYMOOV LOVENEST PLUS,3385654365,Mẹ & Bé,1,3
train_250017382,4f0cdcbbb394b2055669d02310f4b23e.jpg,d22531ce3b382f5a,Masker Sritex original anti air anti microbial masker kain,213095167,Sắc đẹp,4,9
train_211686610,a7766c7b0d77ef567b94b398ee89a0f0.jpg,ecd2d22cbb2dac90,Sweety Open Comfort Gold TAPE - M 48 / M48,35254803,Nhà cửa & Đời sống,2,10
train_1174544705,edec452a8329ea31c81e20cf3a31f169.jpg,dce3a193bd28918d,Bio Oil 200Ml / Oil for Scarring / Strectmark / Acne Scar Removal Bio Oil 200Ml/Minyak Penghilang Bekas Luka/Strectmark/ Penghilang Bekas Jerawat,324620723,Sắc đẹp,4,22
train_1371874423,6b62ddf25abcf4a17a025eaa8399d93f.jpg,97ba680517ba8b1e,LITTLE BABY MANICURE SET PERLENGKAPAN GROOMING BAYI GUNTING KUKU SISIR,1978203770,Mẹ & Bé,1,10
train_1547440356,f310c8c123c0c50dee882e3f7806ccb9.jpg,91b94e640f9bb964,ORICO 2020U3 2.5-Inch Hard Drive Enclosure,3860087248,Điện tử,9,6
train_1422625180,db60caa3e8253fa8567f6b9915f7aadc.jpg,b9c0ce2ee31e6847,TummyTrimmer Alat Pengencang Dan Pengecil Perut Body Goall Welcome,3113555311,Nhà cửa & Đời sống,2,9
train_2724295008,bf72a5e46e5476b0732a48c97fbb00d9.jpg,b6f8cb83663218d9,SEPATU ZR-143 KITTEN HEEL METALLIC MULES,1840210388,Phụ kiện thời trang,3,6
train_811100137,40bf803b16a2740296b6d9a0ace84818.jpg,aea4191ae13e0ff1,TRESNO JOYO Minyak Telon 100ml  Telon Oil Untuk Bayi Tresnojoyo,737541829,Mẹ & Bé,1,10
train_3305141669,553d7f7cdd0e0f4cf9f485468fc331b6.jpg,8d24e2db1d24e6da,Nachi Tape Lakban 48 mm  Coklat Plakban Bening 48mm 100 Yard solasi Murah,234541980,Nhà cửa & Đời sống,2,13
train_2374569033,b2f9dce011199785ca7d825c3edbd475.jpg,9cdee0959cf4a309,Sarung Kasur Busa Monalisa 100x200 Tinggi 15cm Dan 20cm,4100816652,Nhà cửa & Đời sống,2,9
train_1114511060,b72012037df49076ef2e2abc012ac3b0.jpg,bb4ec593c668689c,"KASUR BAYI LIPAT KELAMBU BOAT MODEL, BED COVER MOTIF NAVY YELLOW  PERLENGKAPAN BAYI",1767715658,Mẹ & Bé,1,13
train_1903864401,80c91e4b6e43499606fffe1e4138f066.jpg,eea7e060c97817e2,Kanebo Refil Polos Sedang - Grosir - AION Plas Chamois Mobil Motor Kain Lap MICROFIBER,821583868,Điện tử,9,15
train_1160179946,a651116db76fb88f1384428007b0033c.jpg,fa4a828a17b776a4,NIKEN Bra Fashion Wanita Bra Wanita Murah BH Tanpa Busa Tipis Tanpa Kawat Jumbo Bra,1815525994,Thời trang,7,15
train_888082882,fb1b7be2d70f974023ccc341029d30ba.jpg,b333ccc3cc2ccccc,[BAJ] JAM TANGAN APPLE WATCH IPHONE RUBBER ANALOG IMPORT // AP023,1094131958,Phụ kiện thời trang,3,11
train_3616818172,9c8c6d8823653abb8a88efd5caf15f8c.jpg,fb916d9568586661,ARIAS KOKO kemeja fashion XL / Kemeja fashion / baju koko / fashion pria / lengan 7/8,3553405586,Thời trang,7,17
train_1169228691,2138e81949c044e98e7ea628b517e7bb.jpg,bdcbe493d04c923c,BUMBU INSTAN NASI GORENG PEDAS - BUMBU BAMBOE,3202957389,Thực phẩm & Đồ uống,8,8
train_3141752479,b7245fbc10266d41aa3f222fa28cb18e.jpg,af3bd314c06a9783,[SACHET] Garnier Color Naturals Express Cream / Ultra Color Hair Color Pewarna Rambut,2910074820,Sắc đẹp,4,13
train_2836716709,bffd3d9b2b4df38bffc632d7155ae0a9.jpg,b943c61cc3f131c7,Promo Pixy Stay Last Serum Foundation,2773427352,Sắc đẹp,4,6
train_3809061300,2012443630eb93e6c662a8d4100fead2.jpg,889d94e87fa049e7,RS 10 lembar Replika Uang Kertas / Uang Mainan Lembaran untuk Mahar,3335857921,Phụ kiện thời trang,3,12
train_1447255347,ae8d67897787879ee59594a008f19eaf.jpg,f4b6c6334363a16c,Kursi Pompa Tiup Kelinci Sofa Bayi Infant Seat Bahan Tebal Aman Untuk Bayi Motif Lucu - Pickaboo.id,4260453523,Mẹ & Bé,1,17
train_1012206555,1bd2f6b7920cb75223f94b1be4426984.jpg,beb23cc8a39c4927,Masker kain Oxford,3322005001,Sắc đẹp,4,3
train_3724765127,143632cfd07032b7591d9bfe8c4fb678.jpg,b78fcc589321e236,SANDAL Kickers COWOK DEWASA KODE JAPIT (SIZE 39-43) SANDAL TERLARIS,220825668,Phụ kiện thời trang,3,10
train_663543033,b8b42f5250260c75a12bb0f71e3d7d5d.jpg,eb61941ed3169ca9,Casing Silikon Matte Frosted Ultra Tipis untuk Apple soft case iPhone 6s Plus /ip 6 Plus / 7 / 7 Plus / 8 Plus iPhone 11 Pro Max Xs Max Xr iX Phone cover,1557471785,Điện tử,9,34
train_1084262248,ba0e28cb288bd3aa82b964f2dea5308a.jpg,b6b2c90d9dfa04e2,Masker Kain 3 Lapis  Bahan Kualitas Premium,2494171542,Sắc đẹp,4,7
train_3884768201,e6e60998fb24dbbe52850a0bf737e1d3.jpg,ef819a7ee125960a,Tecnix Speaker Subwoofer 2.1 Channel Design - Garansi 1 Tahun !!,1333574565,Điện tử,9,11
train_2321055884,aa3db7a83ab634a839790e31fec49745.jpg,b4c3c33c4f9658a6,PROMO !!! TURUN 5-20KG / BLN TGT SLIM 2 BOX PELANGSING BADAN HERBAL AMPUH,2931597718,Sức khỏe,5,14
train_3508659965,92394414388e82ccc782fae516933cb3.jpg,96491b7bac4c6636,SEPATU PRIA CROCODILE MORISEY SAFETY WORK TRACKING,53859343,Phụ kiện thời trang,3,7
train_1556735360,46ee519068229bf66aab23099ae0965e.jpg,9c5b6accba8ce3c0,Masker kain 2 ply,3359758769,Sắc đẹp,4,4
train_1359598160,99cf6625fd5ab97ab2360d9e9c57edfe.jpg,84eab151bbd44abc,Iphone X Xs MAX XR Back Change Iphone 11 11Pro 11ProMAX Carbon Fiber Protective Film Photo Frame Upgrade Iphone 11 Case,327189920,Điện tử,9,21
train_1499198399,b33a3d0fa13e06343fea9d835e79cf43.jpg,b1c69a638c38e73a,KABEL TOPLES ISI 50 PCS MICRO USB VEGER 2.4A FAST CHARGING V101 BONUS TOPLES,380780368,Điện tử,9,14
train_1488450684,2217cd314034d545ff7688b2e93c0cb0.jpg,bfc2d03968c0b3e6,EXPO CHATRAMUE Thai tea Greentea Combo 4 - isi 4 bks,2230820771,Thực phẩm & Đồ uống,8,11
train_1166421184,4a023465c018acfb6f29cabb871ae7d6.jpg,e06495db3b69606e,\xe2\x9d\xa4\xef\xb8\x8f TOKOKOE \xe2\x9d\xa4\xef\xb8\x8f | Dompet Wanita Fashion Classic Original | Dompet Cewe Dompet Korea Tas Gadget Import,1087761514,Phụ kiện thời trang,3,17
train_3052745886,a8029e5a65bf404f77f8b0cf69b736ab.jpg,dfadc0a4c2539bc1,"b""Pond'S Tone Up Milk Mask / Masker Wajah Plankton 25G""",3856102831,Thực phẩm & Đồ uống,8,10
train_3134909453,d88efd9e44d190d1b51a7724b05efd34.jpg,f2803664dcb8ebb1,BESS - Sweater Crop Murah Wanita / Sweater Crop RAINBOW,983044057,Thời trang,7,10
train_2579529237,327e57bb394059bf1f6617f76825b639.jpg,d8387a616e6a2ec6,BAYAR DITEMPAT - Sarung Celana Dewasa Moisino,2317841067,Thời trang,7,7
